vi_period,vi_threshold,stop_loss_pct,take_profit_pct,trailing_stop_pct,final_equity,total_return,max_drawdown,win_rate,profit_factor,num_trades,score
24,0.45,0.025,0.06,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.03,0.07,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.03,0.06,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.02,0.08,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.025,0.04,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.03,0.04,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.025,0.08,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.02,0.04,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.025,0.07,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.025,0.05,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.03,0.05,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.3,0.02,0.08,0.02,9879.331683999999,-0.012066831600000114,0.023033110665434054,0.3358208955223881,0.8281276894147472,134,-0.012066831600000114
24,0.3,0.03,0.08,0.02,9879.331683999999,-0.012066831600000114,0.023033110665434054,0.3358208955223881,0.8281276894147472,134,-0.012066831600000114
24,0.3,0.025,0.08,0.02,9879.331683999999,-0.012066831600000114,0.023033110665434054,0.3358208955223881,0.8281276894147472,134,-0.012066831600000114
21,0.5,0.02,0.05,0.02,9878.325228,-0.01216747720000003,0.014163747577987178,0.2830188679245283,0.6033840047466613,53,-0.01216747720000003
